reference_index,overlapping_prediction_count,reference_area_m2,overlap_area_m2,reference_area_recall
111,1,287783.2055933717,241612.64097770586,0.8395647705693314
112,1,104777.93832098792,104777.93832098793,1.0000000000000002
113,1,68249.06262533997,68249.06262533995,0.9999999999999998
114,0,248680.3802725593,0.0,0.0
115,1,424254.19761387934,311407.2457217265,0.7340109949958429
116,1,2524097.7653685883,1506111.2604459273,0.5966929178062139
117,0,1635046.0150779625,0.0,0.0
118,1,1680076.7514099367,33395.233721702716,0.01987720721310923
119,1,95020.44772064907,95020.44772064907,1.0
120,1,189614.61078389653,189614.61078389653,1.0
121,1,181324.83769354588,181324.8376935459,1.0000000000000002
122,1,1689827.391604543,901355.7767387418,0.5334010924529261
123,1,1384862.6702194295,839031.0012528617,0.605858630819992
124,1,4751971.722876856,978030.2082449554,0.20581566248312044
125,0,198579169.5779385,0.0,0.0
126,2,349842.0979052619,235844.63961169793,0.6741459676347048
127,1,892648.4340438268,782564.5112164906,0.8766771792466604
128,0,750845.2598342136,0.0,0.0
129,0,3440487.057329688,0.0,0.0
130,0,1363442.0929398728,0.0,0.0
131,2,572182.4870341965,556963.104031615,0.9734011729693643
132,2,1435913.810453167,867219.9354726579,0.6039498535075498
133,1,397970.846214911,397970.84621491097,0.9999999999999999
134,1,483155.5679801344,458773.294508735,0.9495353565450333
135,1,1392582.7227506398,270157.1156561864,0.1939971760690597
136,1,623165.1502933796,269867.91949994897,0.4330600313141677
137,0,869243.0210615566,0.0,0.0
138,1,129795.51302447535,129795.51302447534,0.9999999999999999
139,0,817994.2888167248,0.0,0.0
140,1,1099667.8497200115,850446.8698937709,0.7733670399751205
141,1,571234.6453897513,557067.6975790603,0.9751994247459818
142,0,102313.70605958204,0.0,0.0
143,0,31420.634669344014,0.0,0.0
144,0,44620.52571924241,0.0,0.0
145,0,154669.5192722947,0.0,0.0
146,0,87844.65235917238,0.0,0.0
147,0,1345622.148909743,0.0,0.0
148,0,498843.243760491,0.0,0.0
149,1,3256787.4087076522,1330426.926660343,0.40850898744670555
150,1,662108.2472442123,651603.881632533,0.9841349724076087
151,1,1535922.0411668832,212374.89903095295,0.13827192613865075
152,1,992926.2524520175,278139.8802666693,0.28012138824993976
153,1,6159717.494344489,1560213.5548920138,0.25329303759864236
154,0,247245.99592622774,0.0,0.0
155,2,402884.51923090155,402884.5192309016,1.0000000000000002
156,1,579426.7479760875,579426.7479760875,1.0
157,1,476554.17994898104,476509.2825958115,0.9999057875157568
158,1,252731.37664468717,252731.3766446872,1.0000000000000002
159,1,231875.5391738818,231875.5391738818,1.0
160,1,1120431.3011905816,858129.0986749933,0.7658917577214566
161,2,10063372.29105009,2872047.176652544,0.2853960972115494
162,0,7869320.805739952,0.0,0.0
163,1,285154.9413086448,285154.9413086448,1.0
164,0,624604.7894737499,0.0,0.0
165,1,483560.05333877745,9755.96305918512,0.02017528741637016
166,1,267290.19057721033,267290.19057721033,1.0
167,1,178318.84473868302,178318.84473868302,1.0
168,1,332858.90548148943,332858.90548148943,1.0
169,2,692058.4555881227,692058.4555881228,1.0000000000000002
170,0,1431148.6492743052,0.0,0.0
171,1,223105.93915302653,223105.9391530265,0.9999999999999999
172,2,649454.3886183642,525666.2185781742,0.8093966686351379
173,1,571807.682515317,571807.682515317,1.0
174,1,1476560.1145442778,1332258.9247705904,0.9022720522162931
175,1,599057.7148405976,453450.9303214624,0.7569403065648199
176,1,745722.4043892256,226646.07524741825,0.30392820963056594
177,1,1561284.6854647186,239501.01333985102,0.15339996322871968
178,1,481515.3992672056,481515.39926720574,1.0000000000000002
179,0,1145276.8860911396,0.0,0.0
180,0,586688.8975123035,0.0,0.0
181,0,489956.6323122084,0.0,0.0
182,1,245700.32800521553,245700.32800521553,1.0
183,0,263447.1319393599,0.0,0.0
184,0,364793.5963829895,0.0,0.0
185,0,142163.94631718213,0.0,0.0
186,0,288339.42712184304,0.0,0.0
187,0,813424.1802692931,0.0,0.0
188,0,171355.8261334069,0.0,0.0
189,0,156666.34729041805,0.0,0.0
190,0,532149.3346927515,0.0,0.0
191,0,480094.6459163018,0.0,0.0
192,0,854858.0724003976,0.0,0.0
193,0,918850.8828292862,0.0,0.0
194,0,857687.0140879443,0.0,0.0
195,0,921610.492025956,0.0,0.0
196,1,406146.7465422575,162805.45172620993,0.40085376310966175
197,1,588334.9779171811,472500.23451533413,0.8031143009516037
198,0,1262985.9669456035,0.0,0.0
